487	Healing Nature	[#ffc24a]Healing Nature[#] [#ff6826](Cooldown : 62 Sec)[#]\nRecover an ally's HP with 170% Magic Attack.
488	Healing Nature	[#ffc24a]Healing Nature[#] [#ff6826](Cooldown : 62 Sec)[#]\nRecover an ally's HP with 180% Magic Attack.
489	Healing Nature	[#ffc24a]Healing Nature[#] [#ff6826](Cooldown : 62 Sec)[#]\nRecover an ally's HP with 190% Magic Attack.
490	Nature's Breath	[#ffc24a]Nature's Breath[#] [#ff6826](Cooldown : 82 Sec)[#]\nHeal all allies' HP with 65% Magic Attack.
491	Nature's Breath	[#ffc24a]Nature's Breath[#] [#ff6826](Cooldown : 82 Sec)[#]\nHeal all allies' HP with 70% Magic Attack.
492	Nature's Breath	[#ffc24a]Nature's Breath[#] [#ff6826](Cooldown : 82 Sec)[#]\nHeal all allies' HP with 80% Magic Attack.
493	Protection of Nature	[#ffc24a]Protection of Nature[#] [#ff6826](Unique Passive Effect)[#]\nAll allies become Immune to Stun for 2 turns.
494	Protection of Nature	[#ffc24a]Protection of Nature[#] [#ff6826](Unique Passive Effect)[#]\nAll allies become Immune to Stun for 4 turns.
495	Protection of Nature	[#ffc24a]Protection of Nature[#] [#ff6826](Unique Passive Effect)[#]\nAll allies become Immune to Stun for 6 turns.
496	Pistol Shot	[#ffc24a]Pistol Shot[#] [#ff6826](Cooldown : 72 Sec)[#]\nAttack an enemy with 160% Physical Attack.\nBlind the target at a certain rate for 2 turns.
497	Pistol Shot	[#ffc24a]Pistol Shot[#] [#ff6826](Cooldown : 72 Sec)[#]\nAttack an enemy with 170% Physical Attack.\nBlind the target at a certain rate for 2 turns.
498	Pistol Shot	[#ffc24a]Pistol Shot[#] [#ff6826](Cooldown : 72 Sec)[#]\nAttack an enemy with 180% Physical Attack.\nBlind the target at a certain rate for 2 turns.
499	Raise Morale	[#ffc24a]Raise Morale[#] [#ff6826](Cooldown : 102 sec)[#]\nIncrease all allies' Physical & Magic Attack by 35% for 2 turns.
500	Raise Morale	[#ffc24a]Raise Morale[#] [#ff6826](Cooldown : 102 sec)[#]\nIncrease all allies' Physical & Magic Attack by 40% for 2 turns.
501	Raise Morale	[#ffc24a]Raise Morale[#] [#ff6826](Cooldown : 102 sec)[#]\nIncrease all allies' Physical & Magic Attack by 50% for 2 turns.
502	Femme Fatale	"[#ffc24a]Femme Fatale[#] [#ff6826](Unique Passive Effect)[#]\nAll allies become Immune to Electrify for 2 turns.\nAdditionally, Stun the target for 2 turns when you attack with low chance."
503	Femme Fatale	"[#ffc24a]Femme Fatale[#] [#ff6826](Unique Passive Effect)[#]\nAll allies become Immune to Electrify for 4 turns.\nAdditionally, Stun the target for 2 turns when you attack with high chance."
504	Femme Fatale	"[#ffc24a]Femme Fatale[#] [#ff6826](Unique Passive Effect)[#]\nAll allies become Immune to Electrify for 6 turns.\nAdditionally, Stun the target for 2 turns when you attack with a very high chance."
505	Penta Palm	[#ffc24a]Penta Palm[#] [#ff6826](Cooldown : 72 Sec)[#]\nAttack an enemy with 160% Physical Attack.\nStun the target at a certain rate for 2 turns.
506	Penta Palm	[#ffc24a]Penta Palm[#] [#ff6826](Cooldown : 72 Sec)[#]\nAttack an enemy with 170% Physical Attack.\nStun the target at a certain rate for 2 turns.
507	Penta Palm	[#ffc24a]Penta Palm[#] [#ff6826](Cooldown : 72 Sec)[#]\nAttack an enemy with 180% Physical Attack.\nStun the target at a certain rate for 2 turns.
508	Iron Physique	[#ffc24a]Iron Physique[#] [#ff6826](Cooldown : 70 Sec)[#]\nBecome Immune to all Physical Damage for 1 turn.
509	Iron Physique	[#ffc24a]Iron Physique[#] [#ff6826](Cooldown : 100 Sec)[#]\nBecome Immune to all Physical Damage for 2 turns.
510	Iron Physique	[#ffc24a]Iron Physique[#] [#ff6826](Cooldown : 110 Sec)[#]\nBecome Immune to all Physical Damage for 3 turns.
511	Sign of Revenge	[#ffc24a]Sign of Revenge[#] [#ff6826](Unique Passive Effect)[#]\nIncrease all allies' Counter Attack Rate by 35%.
512	Sign of Revenge	[#ffc24a]Sign of Revenge[#] [#ff6826](Unique Passive Effect)[#]\nIncrease all allies' Counter Attack Rate by 40%.
513	Sign of Revenge	[#ffc24a]Sign of Revenge[#] [#ff6826](Unique Passive Effect)[#]\nIncrease all allies' Counter Attack Rate by 50%.
514	Blessed Melody	[#ffc24a]Blessed Melody[#] [#ff6826](Cooldown : 82 Sec)[#]\nRecover all allies' HP with 65% Magic Attack.
515	Blessed Melody	[#ffc24a]Blessed Melody[#] [#ff6826](Cooldown : 82 Sec)[#]\nRecover all allies' HP with 70% Magic Attack.
516	Blessed Melody	[#ffc24a]Blessed Melody[#] [#ff6826](Cooldown : 82 Sec)[#]\nRecover all allies' HP with 80% Magic Attack.
517	Battle Melody	[#ffc24a]Battle Melody[#] [#ff6826](Cooldown: 142 Sec)[#]\nRevive all allies with 20% HP.\nIncrease HP by 10% for each ally\nstill alive for up to a max of 50% HP.
518	Battle Melody	[#ffc24a]Battle Melody[#] [#ff6826](Cooldown: 142 Sec)[#]\nRevive all allies with 25% HP.\nIncrease HP by 10% for each ally\nstill alive for up to a max of 55% HP.
519	Battle Melody	[#ffc24a]Battle Melody[#] [#ff6826](Cooldown: 142 Sec)[#]\nRevive all allies with 30% HP.\nIncrease HP by 10% for each ally\nstill alive for up to a max of 60% HP.
520	Battle Maestro	[#ffc24a]Battle Maestro[#] [#ff6826](Unique Passive Effect)[#]\nAll allies become immune to Burn damage and Silence for 2 turns.
521	Battle Maestro	[#ffc24a]Battle Maestro[#] [#ff6826](Unique Passive Effect)[#]\nAll allies become immune to Burn damage and Silence for 4 turns.
522	Battle Maestro	[#ffc24a]Battle Maestro[#] [#ff6826](Unique Passive Effect)[#]\nAll allies become immune to Burn damage and Silence for 6 turns.
523	Rush	"[#ffc24a]Rush[#] [#ff6826](Cooldown : 80 Sec)[#]\nAttack an enemy with 180% Physical Attack.\nStun the target at a certain rate for 2 turns. Also, reduce the target's buff duration by 2 turns."
524	Rush	"[#ffc24a]Rush[#] [#ff6826](Cooldown : 80 Sec)[#]\nAttack an enemy with 200% Physical Attack.\nStun the target at a certain rate for 2 turns. Also, reduce the target's buff duration by 2 turns."
525	Rush	"[#ffc24a]Rush[#] [#ff6826](Cooldown : 80 Sec)[#]\nAttack an enemy with 230% Physical Attack.\nStun the target at a certain rate for 2 turns. Also, reduce the target's buff duration by 2 turns."
526	Defense Preparation	"[#ffc24a]Defense Preparation[#] [#ff6826](Cooldown : 74 Sec)[#]\nReduce all damage received by 65%\nand Immune to debuffs for 2 turns.\n(If already hit with the Death effect,\nreceive 100% Physical Attack as damage.)"
527	Defense Preparation	"[#ffc24a]Defense Preparation[#] [#ff6826](Cooldown : 74 Sec)[#]\nReduce all damage received by 70%\nand Immune to debuffs for 2 turns.\n(If already hit with the Death effect,\nreceive 100% Physical Attack as damage.)"
528	Defense Preparation	"[#ffc24a]Defense Preparation[#] [#ff6826](Cooldown : 74 Sec)[#]\nReduce all damage received by 80%\nand Immune to debuffs for 2 turns.\n(If already hit with the Death effect,\nreceive 100% Physical Attack as damage.)"
529	Sturdy Shield	[#ffc24a]Sturdy Shield[#] [#ff6826](Unique Passive Effect)[#]\nIncrease all allies' Defense by 25%
530	Sturdy Shield	[#ffc24a]Sturdy Shield[#] [#ff6826](Unique Passive Effect)[#]\nIncrease all allies' Defense by 40%
531	Sturdy Shield	[#ffc24a]Sturdy Shield[#] [#ff6826](Unique Passive Effect)[#]\nIncrease all allies' Defense by 60%
532	Deadly Strike	[#ffc24a]Deadly Strike[#] [#ff6826](Cooldown : 74 Sec)[#]\nAttack an enemy with 180% Physical Attack.\nIgnore the target's defense.
533	Deadly Strike	[#ffc24a]Deadly Strike[#] [#ff6826](Cooldown : 74 Sec)[#]\nAttack an enemy with 200% Physical Attack.\nIgnore the target's defense.
534	Deadly Strike	[#ffc24a]Deadly Strike[#] [#ff6826](Cooldown : 74 Sec)[#]\nAttack an enemy with 230% Physical Attack.\nIgnore the target's defense.
535	Advent Grim Reaper	[#ffc24a]Advent Grim Reaper[#] [#ff6826](Cooldown : 84 Sec)[#]\nAttack all enemies with 70% Physical Attack.\nSilence one target or more at a certain rate for 2 turns.
536	Advent Grim Reaper	[#ffc24a]Advent Grim Reaper[#] [#ff6826](Cooldown : 84 Sec)[#]\nAttack all enemies with 80% Physical Attack.\nSilence one target or more at a certain rate for 2 turns.
537	Advent Grim Reaper	[#ffc24a]Advent Grim Reaper[#] [#ff6826](Cooldown : 84 Sec)[#]\nAttack all enemies with 90% Physical Attack.\nSilence one target or more at a certain rate for 2 turns.
538	Boundary of Death	[#ffc24a]Boundary of Death[#] [#ff6826](Unique Passive Effect)[#]\nImmune to all damage for 2 turns and\nincrease all allies' Damage by 10%.
539	Boundary of Death	[#ffc24a]Boundary of Death[#] [#ff6826](Unique Passive Effect)[#]\nImmune to all damage for 2 turns and\nincrease all allies' Damage by 15%.
540	Boundary of Death	[#ffc24a]Boundary of Death[#] [#ff6826](Unique Passive Effect)[#]\nImmune to all damage for 2 turns and\nincrease all allies' Damage by 25%.
541	Furious Strike	[#ffc24a]Furious Strike[#] [#ff6826](Cooldown : 70 Sec)[#]\nAttack all enemies with 70% Physical Attack.\nIgnore the targets' Defense.
542	Furious Strike	[#ffc24a]Furious Strike[#] [#ff6826](Cooldown : 70 Sec)[#]\nAttack all enemies with 80% Physical Attack.\nIgnore the targets' Defense.
543	Furious Strike	[#ffc24a]Furious Strike[#] [#ff6826](Cooldown : 70 Sec)[#]\nAttack all enemies with 90% Physical Attack.\nIgnore the targets' Defense.
544	Dragon Fury	[#ffc24a]Dragon Fury[#] [#ff6826](Cooldown : 70 Sec)[#]\nAttack all enemies with 70% Physical Attack.\nBurn one target or more with 40% Attack at a certain rate for 2 turns.
545	Dragon Fury	[#ffc24a]Dragon Fury[#] [#ff6826](Cooldown : 70 Sec)[#]\nAttack all enemies with 80% Physical Attack.\nBurn one target or more with 50% Attack at a certain rate for 2 turns.
546	Dragon Fury	[#ffc24a]Dragon Fury[#] [#ff6826](Cooldown : 70 Sec)[#]\nAttack all enemies with 90% Physical Attack.\nBurn one target or more with 60% Attack at a certain rate for 2 turns.
547	Armor of Revenge	[#ffc24a]Armor of Revenge[#] [#ff6826](Unique Passive Effect)[#]\nReduce damage received by 25% and return the reduced damage to the attacker.
548	Armor of Revenge	[#ffc24a]Armor of Revenge[#] [#ff6826](Unique Passive Effect)[#]\nReduce damage received by 30% and return the reduced damage to the attacker.
549	Armor of Revenge	[#ffc24a]Armor of Revenge[#] [#ff6826](Unique Passive Effect)[#]\nReduce damage received by 40% and return the reduced damage to the attacker.
550	Mystic Dance	[#ffc24a]Mystic Dance[#] [#ff6826](Cooldown : 82 Sec)[#]\nRecover all allies' HP with 65% Magic Attack.
551	Mystic Dance	[#ffc24a]Mystic Dance[#] [#ff6826](Cooldown : 82 Sec)[#]\nRecover all allies' HP with 70% Magic Attack.
552	Mystic Dance	[#ffc24a]Mystic Dance[#] [#ff6826](Cooldown : 82 Sec)[#]\nRecover all allies' HP with 80% Magic Attack.
553	Shaman's Ceremony	[#ffc24a]Shaman's Ceremony[#] [#ff6826](Cooldown : 110 Sec)[#]\nRemove all allies' debuffs.\n(Decrease HP by 25% if Death debuff is removed.)
554	Shaman's Ceremony	[#ffc24a]Shaman's Ceremony[#] [#ff6826](Cooldown : 100 Sec)[#]\nRemove all allies' debuffs.\n(Decrease HP by 25% if Death debuff is removed.)
555	Shaman's Ceremony	[#ffc24a]Shaman's Ceremony[#] [#ff6826](Cooldown : 90 Sec)[#]\nRemove all allies' debuffs.\n(Decrease HP by 25% if Death debuff is removed.)
556	Spiritual Ability	[#ffc24a]Spiritual Ability[#] [#ff6826](Unique Passive Effect)[#]\nIncrease all allies' Block Rate by 35%.\nBecome Immune to debuffs for 2 turns.
557	Spiritual Ability	[#ffc24a]Spiritual Ability[#] [#ff6826](Unique Passive Effect)[#]\nIncrease all allies' Block Rate by 40%.\nBecome Immune to debuffs for 3 turns.
558	Spiritual Ability	[#ffc24a]Spiritual Ability[#] [#ff6826](Unique Passive Effect)[#]\nIncrease all allies' Block Rate by 50%.\nBecome Immune to debuffs for 4 turns.
559	Bright Light	[#ffc24a]Bright Light[#] [#ff6826](Cooldown : 110 Sec)[#]\nAttack all enemies with 65% Magic Attack.\nRemove all buffs from the targets.
560	Bright Light	[#ffc24a]Bright Light[#] [#ff6826](Cooldown : 110 Sec)[#]\nAttack all enemies with 70% Magic Attack.\nRemove all buffs from the targets.
561	Bright Light	[#ffc24a]Bright Light[#] [#ff6826](Cooldown : 110 Sec)[#]\nAttack all enemies with 80% Magic Attack.\nRemove all buffs from the targets.
562	Judgment of Light	[#ffc24a]Judgment of Light[#] [#ff6826](Cooldown : 80 Sec)[#]\nAttack all enemies with 65% Magic Attack.\nBlind one target or more at a certain rate for 2 turns.
563	Judgment of Light	[#ffc24a]Judgment of Light[#] [#ff6826](Cooldown : 80 Sec)[#]\nAttack all enemies with 70% Magic Attack.\nBlind one target or more at a certain rate for 2 turns.
564	Judgment of Light	[#ffc24a]Judgment of Light[#] [#ff6826](Cooldown : 80 Sec)[#]\nAttack all enemies with 80% Magic Attack.\nBlind one target or more at a certain rate for 2 turns.
565	Blessing of God	[#ffc24a]Blessing of God[#] [#ff6826](Unique Passive Effect)[#]\nIncrease all allies' Critical Rate by 35%.
566	Blessing of God	[#ffc24a]Blessing of God[#] [#ff6826](Unique Passive Effect)[#]\nIncrease all allies' Critical Rate by 40%.
567	Blessing of God	[#ffc24a]Blessing of God[#] [#ff6826](Unique Passive Effect)[#]\nIncrease all allies' Critical Rate by 50%.
568	Meteorite	[#ffc24a]Meteorite[#] [#ff6826](Cooldown : 80 Sec)[#]\nAttack all enemies with 65% Magic Attack.\nBurn one target or more with 35% Magic Attack at a certain rate for 2 turns.
569	Meteorite	[#ffc24a]Meteorite[#] [#ff6826](Cooldown : 80 Sec)[#]\nAttack all enemies with 70% Magic Attack.\nBurn one target or more with 40% Magic Attack at a certain rate for 2 turns.
570	Meteorite	[#ffc24a]Meteorite[#] [#ff6826](Cooldown : 80 Sec)[#]\nAttack all enemies with 80% Magic Attack.\nBurn one target or more with 50% Magic Attack at a certain rate for 2 turns.
571	Flame of Darkness	[#ffc24a]Flame of Darkness[#] [#ff6826](Cooldown : 80 Sec)[#]\nAttack all enemies with 65% Magic Attack.\nIgnore the targets' Defense.
572	Flame of Darkness	[#ffc24a]Flame of Darkness[#] [#ff6826](Cooldown : 80 Sec)[#]\nAttack all enemies with 70% Magic Attack.\nIgnore the targets' Defense.
573	Flame of Darkness	[#ffc24a]Flame of Darkness[#] [#ff6826](Cooldown : 80 Sec)[#]\nAttack all enemies with 80% Magic Attack.\nIgnore the targets' Defense.
574	Magic Shield	[#ffc24a]Magic Shield[#] [#ff6826](Unique Passive Effect)[#]\Reduce Magic Damage received for all allies by 35%.
575	Magic Shield	[#ffc24a]Magic Shield[#] [#ff6826](Unique Passive Effect)[#]\nReduce Magic Damage received for all allies by 40%.
576	Magic Shield	[#ffc24a]Magic Shield[#] [#ff6826](Unique Passive Effect)[#]\nReduce Magic Damage received for all allies by 50%.
577	Spiritual Breath	[#ffc24a]Spiritual Breath[#] [#ff6826](Cooldown : 72 Sec)[#]\nAttack an enemy with 160% Magic Attack.\nDecrease the target's Damage by 65% at a certain rate for 2 turns.
578	Spiritual Breath	[#ffc24a]Spiritual Breath[#] [#ff6826](Cooldown : 72 Sec)[#]\nAttack an enemy with 170% Magic Attack.\nDecrease the target's Damage by 70% at a certain rate for 2 turns.
579	Spiritual Breath	[#ffc24a]Spiritual Breath[#] [#ff6826](Cooldown : 72 Sec)[#]\nAttack an enemy with 180% Magic Attack.\nDecrease the target's Damage by 80% at a certain rate for 2 turns.
580	Weakening Curse	[#ffc24a]Weakening Curse[#] [#ff6826](Cooldown : 70 Sec)[#]\nAttack all enemies with 65% Magic Attack.\nDecrease Defense for one target or more by 35% at a certain rate for 2 turns.
581	Weakening Curse	[#ffc24a]Weakening Curse[#] [#ff6826](Cooldown : 70 Sec)[#]\nAttack all enemies with 70% Magic Attack.\nDecrease Defense for one target or more by 40% at a certain rate for 2 turns.
582	Weakening Curse	[#ffc24a]Weakening Curse[#] [#ff6826](Cooldown : 70 Sec)[#]\nAttack all enemies with 80% Magic Attack.\nDecrease Defense for one target or more by 50% at a certain rate for 2 turns.
583	Soul Harvest	[#ffc24a]Soul Harvest[#] [#ff6826](Unique Passive Effect)[#]\Increase Magic Attack by 35% when an enemy dies.\nThe effect does not stack and is effective for 3 turns.
584	Soul Harvest	[#ffc24a]Soul Harvest[#] [#ff6826](Unique Passive Effect)[#]\Increase Magic Attack by 40% when an enemy dies.\nThe effect does not stack and is effective for 3 turns.
585	Soul Harvest	[#ffc24a]Soul Harvest[#] [#ff6826](Unique Passive Effect)[#]\Increase Magic Attack by 50% when an enemy dies.\nThe effect does not stack and is effective for 3 turns.
586	Chest Bite	[#ffc24a]Chest Bite[#] [#ff6826](Cooldown : 54 Sec)[#]\nAttack an enemy with 150% Physical Attack.\nBleed the target by 50% Attack at a certain rate for 2 turns.
587	Chest Bite	[#ffc24a]Chest Bite[#] [#ff6826](Cooldown : 54 Sec)[#]\nAttack an enemy with 160% Physical Attack.\nBleed the target by 55% Attack at a certain rate for 2 turns.
588	Chest Bite	[#ffc24a]Chest Bite[#] [#ff6826](Cooldown : 54 Sec)[#]\nAttack an enemy with 170% Physical Attack.\nBleed the target by 60% Attack at a certain rate for 2 turns.
589	Lock	[#ffc24a]Lock[#] [#ff6826](Cooldown : 44 Sec)[#]\nIncrease Defense by 50% for 2 turns.
590	Lock	[#ffc24a]Lock[#] [#ff6826](Cooldown : 44 Sec)[#]\nIncrease Defense by 55% for 2 turns.
591	Lock	[#ffc24a]Lock[#] [#ff6826](Cooldown : 44 Sec)[#]\nIncrease Defense by 60% for 2 turns.
592	Mimic's Greed	[#ffc24a]Mimic's Greed[#] [#ff6826](Unique Passive Effect)[#]\nIncrease Gold drop rate by 10%.
593	Mimic's Greed	[#ffc24a]Mimic's Greed[#] [#ff6826](Unique Passive Effect)[#]\nIncrease Item Drop Rate by 10%.
594	Mimic's Greed	[#ffc24a]Mimic's Greed[#] [#ff6826](Unique Passive Effect)[#]\nIncrease Hero Drop Rate by 10%.
595	Strike of Darkness	"[#ffc24a]Strike of Darkness[#] [#ff6826](Cooldown : 64 Sec)[#]\nAttack an enemy with 180% Physical Attack.\nAdditionally, kill the target after 2 turns.\n(Damage the target with 100% Attack if the target is Immune to all debuffs.)"
596	Strike of Darkness	"[#ffc24a]Strike of Darkness[#] [#ff6826](Cooldown : 64 Sec)[#]\nAttack an enemy with 200% Physical Attack.\nAdditionally, kill the target after 2 turns.\n(Damage the target with 100% Attack if the target is Immune to all debuffs.)"
597	Strike of Darkness	"[#ffc24a]Strike of Darkness[#] [#ff6826](Cooldown : 64 Sec)[#]\nAttack an enemy with 230% Physical Attack.\nAdditionally, kill the target after 2 turns.\n(Damage the target with 100% Attack if the target is Immune to all debuffs.)"
598	Whisper of Darkness	[#ffc24a]Whisper of Darkness[#] [#ff6826](Cooldown : 76 Sec)[#]\nAttack all enemies with 70% Physical Attack.\nKill one target or more at a certain rate after 2 turns.\n(Damage the target with 100% Attack if the target is Immune to all debuffs.)
599	Whisper of Darkness	[#ffc24a]Whisper of Darkness[#] [#ff6826](Cooldown : 76 Sec)[#]\nAttack all enemies with 80% Physical Attack.\nKill one target or more at a certain rate after 2 turns.\n(Damage the target with 100% Attack if the target is Immune to all debuffs.)
600	Whisper of Darkness	[#ffc24a]Whisper of Darkness[#] [#ff6826](Cooldown : 76 Sec)[#]\nAttack all enemies with 90% Physical Attack.\nKill one target or more at a certain rate after 2 turns.\n(Damage the target with 100% Physical Attack if the target is Immune to all debuffs.)
601	Soul Drain	[#ffc24a]Soul Drain[#] [#ff6826](Unique Passive Effect)[#]\nRecover all allies' HP by 15% each time an enemy dies.
602	Soul Drain	[#ffc24a]Soul Drain[#] [#ff6826](Unique Passive Effect)[#]\nRecover all allies' HP by 20% each time an enemy dies.
603	Soul Drain	[#ffc24a]Soul Drain[#] [#ff6826](Unique Passive Effect)[#]\nRecover all allies' HP by 30% each time an enemy dies.
604	Thunder Lord's Fury	[#ffc24a]Thunder Lord's Fury[#] [#ff6826](Cooldown : 64 sec)[#]\nAttack an enemy with 200% of Physical Attack Power. Electrify the target for 2 turns with a certain rate.
605	Thunder Lord's Fury	[#ffc24a]Thunder Lord's Fury[#] [#ff6826](Cooldown : 64 sec)[#]\nAttack an enemy with 230% of Physical Attack Power. Electrify the target for 2 turns with a certain rate.
606	Thunder Lord's Fury	[#ffc24a]Thunder Lord's Fury[#] [#ff6826](Cooldown : 64 sec)[#]\nAttack an enemy with 250% of Physical Attack Power. Electrify the target for 2 turns with high chance.
607	Celestial Bolt	[#ffc24a]Celestial Bolt[#] [#ff6826](Cooldown : 74 Sec)[#]\nAttack all enemies with 80% Physical Attack. Electrify one target or more at a certain rate for 2 turns.
608	Celestial Bolt	[#ffc24a]Celestial Bolt[#] [#ff6826](Cooldown : 74 Sec)[#]\nAttack all enemies with 90% Physical Attack. Electrify one target or more at a certain rate for 2 turns.
609	Celestial Bolt	[#ffc24a]Celestial Bolt[#] [#ff6826](Cooldown : 74 Sec)[#]\nAttack all enemies with 100% Physical Attack. Electrify one target or more at a certain rate for 2 turns.
610	Fodina's Rage	[#ffc24a]Fodina's Rage[#] [#ff6826](Unique Passive Effect)[#]\nIncrease all allies' Physical Attack by 25%.
611	Fodina's Rage	[#ffc24a]Fodina's Rage[#] [#ff6826](Unique Passive Effect)[#]\nIncrease all allies' Physical Attack by 40%.
612	Fodina's Rage	[#ffc24a]Fodina's Rage[#] [#ff6826](Unique Passive Effect)[#]\nIncrease all allies' Physical Attack by 60%.
613	Blaze	"[#ffc24a]Blaze[#] [#ff6826](Cooldown : 70 Sec)[#]\nAttack an enemy with 180% Physical Attack.\nAdditionally, decrease the target's Damage/Defense by 65% for 2 turns."
614	Blaze	"[#ffc24a]Blaze[#] [#ff6826](Cooldown : 70 Sec)[#]\nAttack an enemy with 200% Physical Attack.\nAdditionally, decrease the target's Damage/Defense by 70% for 2 turns."
615	Blaze	"[#ffc24a]Blaze[#] [#ff6826](Cooldown : 70 Sec)[#]\nAttack an enemy with 230% Physical Attack.\nAdditionally, decrease the target's Damage/Defense by 80% for 2 turns."
616	Phoenix	"[#ffc24a]Phoenix[#] [#ff6826](Cooldown : 74 Sec)[#]\nAttack 3 enemies with 120% Physical Attack.\nAdditionally, Burn one target or more with 40% Attack for 2 turns."
617	Phoenix	"[#ffc24a]Phoenix[#] [#ff6826](Cooldown : 74 Sec)[#]\nAttack 3 enemies with 140% Physical Attack.\nAdditionally, Burn one target or more with 50% Attack for 2 turns."
618	Phoenix	"[#ffc24a]Phoenix[#] [#ff6826](Cooldown : 74 Sec)[#]\nAttack 3 enemies with 160% Physical Attack.\nAdditionally, Burn one target or more with 60% Attack for 2 turns."
619	Power of Flames	"[#ffc24a]Power of Flames[#] [#ff6826](Unique Passive Effect)[#]\nIncrease all allies' Counterattack Rate by 35%\nRevive once with 35% HP. Also, power up skills for 3 turns."
620	Power of Flames	"[#ffc24a]Power of Flames[#] [#ff6826](Unique Passive Effect)[#]\nIncrease all allies' Counterattack Rate by 40%\nRevive once with 40% HP. Also, power up skills for 3 turns."
621	Power of Flames	"[#ffc24a]Power of Flames[#] [#ff6826](Unique Passive Effect)[#]\nIncrease all allies' Counterattack Rate by 50%\nRevive once with 50% HP. Also, power up skills for 3 turns."
622	Severe Cold Strike	"[#ffc24a]Severe Cold Strike[#] [#ff6826](Cooldown : 74 sec)[#]\nAttack an enemy with 180% of Physical Attack.\nWith certain rate, Chill the target for 2 turns, dealing 130% of Physical Attack after duration.\n(Chill damage ignores the target's Defense.)"
623	Severe Cold Strike	"[#ffc24a]Severe Cold Strike[#] [#ff6826](Cooldown : 74 sec)[#]\nAttack an enemy with 200% of Physical Attack.\nWith certain rate, Chill the target for 2 turns, dealing 140% of Physical Attack after duration.\n(Chill damage ignores the target's Defense.)"
624	Severe Cold Strike	"[#ffc24a]Severe Cold Strike[#] [#ff6826](Cooldown : 74 sec)[#]\nAttack an enemy with 230% of Physical Attack.\nWith certain rate, Chill the target for 2 turns, dealing 160% of Physical Attack after duration.\n(Chill damage ignores the target's Defense.)"
625	Severe Cold Earthquake	"[#ffc24a]Severe Cold Earthquake[#] [#ff6826](Cooldown : 94 sec)[#]\nAttack all enemies with 70% of Physical Attack.\nWith certain rate, Chill 1 or more targets for 2 turns, dealing 70% of Physical Attack after duration.\n(Chill damage ignores the target's Defense.)"
626	Severe Cold Earthquake	"[#ffc24a]Severe Cold Earthquake[#] [#ff6826](Cooldown : 94 sec)[#]\nAttack all enemies with 80% of Physical Attack.\nWith certain rate, Chill 1 or more targets for 2 turns, dealing 80% of Physical Attack after duration.\n(Chill damage ignores the target's Defense.)"
627	Severe Cold Earthquake	"[#ffc24a]Severe Cold Earthquake[#] [#ff6826](Cooldown : 94 sec)[#]\nAttack all enemies with 90% of Physical Attack.\nWith certain rate, Chill 1 or more targets for 2 turns, dealing 100% of Physical Attack after duration.\n(Chill damage ignores the target's Defense.)"
628	Severe Cold Heart	[#ffc24a]Severe Cold Heart[#] [#ff6826](Unique Passive Effect)[#]\nAll allies become Immune to debuffs for 2 turns.
629	Severe Cold Heart	[#ffc24a]Severe Cold Heart[#] [#ff6826](Unique Passive Effect)[#]\nAll allies become Immune to debuffs for 2 turns.
630	Severe Cold Heart	[#ffc24a]Severe Cold Heart[#] [#ff6826](Unique Passive Effect)[#]\nAll allies become Immune to debuffs for 2 turns.
631	Soul Attack	[#ffc24a]Soul Attack[#] [#ff6826](Cooldown : 52 Sec)[#]\nAttack an enemy with 150% Magic Attack.
632	Soul Attack	[#ffc24a]Soul Attack[#] [#ff6826](Cooldown : 52 Sec)[#]\nAttack an enemy with 160% Magic Attack.
633	Soul Attack	[#ffc24a]Soul Attack[#] [#ff6826](Cooldown : 52 Sec)[#]\nAttack an enemy with 170% Magic Attack.
634	Soul Attack	[#ffc24a]Soul Attack[#] [#ff6826](Cooldown : 52 Sec)[#]\nAttack an enemy with 180% Magic Attack.
635	Soul Attack	[#ffc24a]Soul Attack[#] [#ff6826](Cooldown : 52 Sec)[#]\nAttack an enemy with 190% Magic Attack.
636	Energy Heal	[#ffc24a]Energy Heal[#] [#ff6826](Cooldown : 58 Sec)[#]\nRecover HP by 40%.
637	Energy Heal	[#ffc24a]Energy Heal[#] [#ff6826](Cooldown : 58 Sec)[#]\nRecover HP by 45%.
638	Energy Heal	[#ffc24a]Energy Heal[#] [#ff6826](Cooldown : 58 Sec)[#]\nRecover HP by 50%.
639	Energy Heal	[#ffc24a]Energy Heal[#] [#ff6826](Cooldown : 58 Sec)[#]\nRecover HP by 55%.
640	Energy Heal	[#ffc24a]Energy Heal[#] [#ff6826](Cooldown : 58 Sec)[#]\nRecover HP by 60%.
644	Spiritual One	[#ffc24a]Spiritual One[#] [#ff6826](Unique Passive Effect)[#]\nIncrease Defense by 35%.
645	Spiritual One	[#ffc24a]Spiritual One[#] [#ff6826](Unique Passive Effect)[#]\nIncrease Defense by 40%.
646	Soul Attack	[#ffc24a]Soul Attack[#] [#ff6826](Cooldown : 52 Sec)[#]\nAttack an enemy with 150% Magic Attack.
647	Soul Attack	[#ffc24a]Soul Attack[#] [#ff6826](Cooldown : 52 Sec)[#]\nAttack an enemy with 160% Magic Attack.
648	Soul Attack	[#ffc24a]Soul Attack[#] [#ff6826](Cooldown : 52 Sec)[#]\nAttack an enemy with 170% Magic Attack.
